                Time                  dU                   w                   q              dTheta                   v                   p                   r                 Phi                 Shi                   x                   y                   z
            14.25600             4.90639            -0.00437             0.00830            -2.77540             5.20676             0.05727             0.02576            39.70327             0.16665         10230.14362          3450.91707         15013.23633
            14.26800             4.92415            -0.00437             0.00832            -2.78233             5.21067             0.05731             0.02576            39.74183             0.16695         10237.22047          3456.95643         15013.24555
            14.28000             4.94196            -0.00438             0.00833            -2.78926             5.21471             0.05735             0.02577            39.78040             0.16725         10244.29312          3463.00079         15013.25477
            14.29200             4.95981            -0.00439             0.00835            -2.79619             5.21888             0.05738             0.02578            39.81900             0.16756         10251.36156          3469.05016         15013.26398
            14.30400             4.97770            -0.00439             0.00837            -2.80314             5.22319             0.05742             0.02578            39.85762             0.16786         10258.42579          3475.10454         15013.27318
            14.31600             4.99564            -0.00440             0.00838            -2.81008             5.22762             0.05745             0.02579            39.89626             0.16816         10265.48579          3481.16392         15013.28238
            14.32800             5.01363            -0.00441             0.00840            -2.81704             5.23218             0.05749             0.02580            39.93493             0.16846         10272.54158          3487.22831         15013.29157
            14.34000             5.03165            -0.00442             0.00842            -2.82400             5.23687             0.05752             0.02580            39.97362             0.16877         10279.59313          3493.29771         15013.30076
            14.35200             5.04972            -0.00442             0.00843            -2.83097             5.24169             0.05756             0.02581            40.01232             0.16907         10286.64044          3499.37212         15013.30994
            14.36400             5.06784            -0.00443             0.00845            -2.83794             5.24664             0.05759             0.02582            40.05105             0.16937         10293.68351          3505.45155         15013.31912
            14.37600             5.08600            -0.00444             0.00846            -2.84492             5.25171             0.05763             0.02583            40.08981             0.16967         10300.72233          3511.53599         15013.32829
            14.38800             5.10421            -0.00445             0.00848            -2.85190             5.25691             0.05766             0.02583            40.12858             0.16998         10307.75690          3517.62545         15013.33746
            14.40000             5.12246            -0.00445             0.00850            -2.85889             5.26224             0.05769             0.02584            40.16737             0.17028         10314.78720          3523.71993         15013.34662
            14.41200             5.14075            -0.00446             0.00851            -2.86589             5.26769             0.05773             0.02585            40.20618             0.17058         10321.81324          3529.81943         15013.35578
            14.42400             5.15909            -0.00447             0.00853            -2.87290             5.27327             0.05776             0.02586            40.24502             0.17089         10328.83501          3535.92396         15013.36493
            14.43600             5.17748            -0.00447             0.00855            -2.87991             5.27897             0.05779             0.02586            40.28387             0.17119         10335.85249          3542.03350         15013.37408
            14.44800             5.19591            -0.00448             0.00857            -2.88692             5.28480             0.05782             0.02587            40.32274             0.17149         10342.86569          3548.14807         15013.38322
            14.46000             5.21438            -0.00449             0.00858            -2.89395             5.29075             0.05786             0.02588            40.36163             0.17180         10349.87461          3554.26766         15013.39236
            14.47200             5.23290            -0.00450             0.00860            -2.90098             5.29682             0.05789             0.02589            40.40054             0.17210         10356.87922          3560.39228         15013.40149
            14.48400             5.25146            -0.00450             0.00862            -2.90801             5.30302             0.05792             0.02589            40.43947             0.17240         10363.87954          3566.52193         15013.41061
            14.49600             5.27007            -0.00451             0.00863            -2.91506             5.30933             0.05795             0.02590            40.47842             0.17271         10370.87554          3572.65660         15013.41973
            14.50800             5.28872            -0.00452             0.00865            -2.92211             5.31577             0.05798             0.02591            40.51738             0.17301         10377.86724          3578.79631         15013.42884
            14.52000             5.30742            -0.00453             0.00867            -2.92916             5.32232             0.05801             0.02592            40.55637             0.17332         10384.85461          3584.94104         15013.43795
            14.53200             5.32617            -0.00453             0.00868            -2.93622             5.32900             0.05803             0.02593            40.59537             0.17362         10391.83767          3591.09081         15013.44706
            14.54400             5.34495            -0.00454             0.00870            -2.94329             5.33579             0.05806             0.02593            40.63439             0.17393         10398.81639          3597.24560         15013.45616
            14.55600             5.36379            -0.00455             0.00872            -2.95037             5.34270             0.05809             0.02594            40.67342             0.17423         10405.79078          3603.40544         15013.46525
            14.56800             5.38267            -0.00456             0.00873            -2.95745             5.34972             0.05812             0.02595            40.71247             0.17453         10412.76082          3609.57030         15013.47434
            14.58000             5.40159            -0.00457             0.00875            -2.96454             5.35687             0.05815             0.02596            40.75154             0.17484         10419.72652          3615.74020         15013.48342
            14.59200             5.42056            -0.00457             0.00877            -2.97163             5.36412             0.05817             0.02597            40.79062             0.17514         10426.68787          3621.91513         15013.49249
            14.60400             5.43957            -0.00458             0.00879            -2.97874             5.37149             0.05820             0.02598            40.82972             0.17545         10433.64486          3628.09510         15013.50157
            14.61600             5.45863            -0.00459             0.00880            -2.98585             5.37897             0.05822             0.02598            40.86884             0.17576         10440.59749          3634.28011         15013.51063
            14.62800             5.47774            -0.00460             0.00882            -2.99296             5.38657             0.05825             0.02599            40.90797             0.17606         10447.54576          3640.47015         15013.51969
            14.64000             5.49689            -0.00460             0.00884            -3.00009             5.39428             0.05828             0.02600            40.94711             0.17637         10454.48965          3646.66523         15013.52875
            14.65200             5.51609            -0.00461             0.00885            -3.00722             5.40209             0.05830             0.02601            40.98627             0.17667         10461.42916          3652.86535         15013.53780
            14.66400             5.53533            -0.00462             0.00887            -3.01435             5.41002             0.05832             0.02602            41.02544             0.17698         10468.36428          3659.07050         15013.54684
            14.67600             5.55461            -0.00463             0.00889            -3.02150             5.41806             0.05835             0.02603            41.06463             0.17728         10475.29502          3665.28069         15013.55588
            14.68800             5.57395            -0.00463             0.00891            -3.02865             5.42620             0.05837             0.02604            41.10383             0.17759         10482.22137          3671.49592         15013.56491
            14.70000             5.59332            -0.00464             0.00892            -3.03581             5.43445             0.05839             0.02605            41.14304             0.17790         10489.14331          3677.71619         15013.57394
            14.71200             5.61275            -0.00465             0.00894            -3.04297             5.44281             0.05842             0.02606            41.18227             0.17820         10496.06085          3683.94150         15013.58296
            14.72400             5.63222            -0.00466             0.00896            -3.05014             5.45127             0.05844             0.02607            41.22151             0.17851         10502.97399          3690.17184         15013.59198
            14.73600             5.65173            -0.00467             0.00898            -3.05732             5.45983             0.05846             0.02608            41.26076             0.17882         10509.88270          3696.40723         15013.60099
            14.74800             5.67129            -0.00467             0.00899            -3.06451             5.46850             0.05848             0.02608            41.30002             0.17912         10516.78700          3702.64765         15013.61000
            14.76000             5.69090            -0.00468             0.00901            -3.07171             5.47727             0.05850             0.02609            41.33930             0.17943         10523.68687          3708.89311         15013.61900
            14.77200             5.71055            -0.00469             0.00903            -3.07891             5.48614             0.05852             0.02610            41.37858             0.17974         10530.58232          3715.14360         15013.62799
            14.78400             5.73025            -0.00470             0.00905            -3.08612             5.49511             0.05854             0.02611            41.41788             0.18004         10537.47333          3721.39914         15013.63698
            14.79600             5.74999            -0.00471             0.00907            -3.09333             5.50417             0.05856             0.02612            41.45719             0.18035         10544.35990          3727.65971         15013.64597
            14.80800             5.76978            -0.00471             0.00908            -3.10056             5.51334             0.05858             0.02613            41.49651             0.18066         10551.24202          3733.92532         15013.65495
            14.82000             5.78962            -0.00472             0.00910            -3.10779             5.52260             0.05860             0.02614            41.53583             0.18097         10558.11970          3740.19597         15013.66392
            14.83200             5.80950            -0.00473             0.00912            -3.11503             5.53196             0.05861             0.02615            41.57517             0.18127         10564.99293          3746.47165         15013.67289
            14.84400             5.82943            -0.00474             0.00914            -3.12228             5.54141             0.05863             0.02616            41.61452             0.18158         10571.86169          3752.75237         15013.68185
            14.85600             5.84940            -0.00475             0.00915            -3.12953             5.55096             0.05865             0.02618            41.65387             0.18189         10578.72599          3759.03812         15013.69081
            14.86800             5.86942            -0.00475             0.00917            -3.13679             5.56060             0.05866             0.02619            41.69324             0.18220         10585.58583          3765.32891         15013.69976
            14.88000             5.88949            -0.00476             0.00919            -3.14406             5.57032             0.05868             0.02620            41.73261             0.18251         10592.44119          3771.62473         15013.70870
            14.89200             5.90960            -0.00477             0.00921            -3.15134             5.58014             0.05869             0.02621            41.77199             0.18281         10599.29207          3777.92559         15013.71764
            14.90400             5.92976            -0.00478             0.00923            -3.15863             5.59005             0.05871             0.02622            41.81138             0.18312         10606.13847          3784.23147         15013.72658
            14.91600             5.94997            -0.00479             0.00924            -3.16592             5.60004             0.05872             0.02623            41.85077             0.18343         10612.98039          3790.54239         15013.73551
            14.92800             5.97022            -0.00479             0.00926            -3.17322             5.61012             0.05874             0.02624            41.89017             0.18374         10619.81782          3796.85834         15013.74443
            14.94000             5.99052            -0.00480             0.00928            -3.18053             5.62029             0.05875             0.02625            41.92958             0.18405         10626.65075          3803.17932         15013.75335
            14.95200             6.01086            -0.00481             0.00930            -3.18785             5.63054             0.05876             0.02626            41.96900             0.18436         10633.47918          3809.50532         15013.76226
            14.96400             6.03125            -0.00482             0.00932            -3.19517             5.64087             0.05878             0.02627            42.00842             0.18467         10640.30310          3815.83636         15013.77117
            14.97600             6.05169            -0.00483             0.00933            -3.20251             5.65129             0.05879             0.02629            42.04784             0.18498         10647.12252          3822.17241         15013.78007
            14.98800             6.07218            -0.00484             0.00935            -3.20985             5.66178             0.05880             0.02630            42.08727             0.18529         10653.93743          3828.51350         15013.78896
            15.00000             6.09271            -0.00484             0.00937            -3.21720             5.67236             0.05881             0.02631            42.12671             0.18560         10660.74782          3834.85960         15013.79785
            15.01200             6.11329            -0.00485             0.00939            -3.22456             5.68301             0.05882             0.02632            42.16615             0.18591         10667.55368          3841.21073         15013.80674
            15.02400             6.13391            -0.00486             0.00941            -3.23193             5.69374             0.05883             0.02633            42.20560             0.18622         10674.35503          3847.56688         15013.81562
            15.03600             6.15458            -0.00487             0.00943            -3.23930             5.70454             0.05884             0.02635            42.24505             0.18653         10681.15184          3853.92805         15013.82449
            15.04800             6.17530            -0.00488             0.00944            -3.24669             5.71542             0.05885             0.02636            42.28450             0.18684         10687.94412          3860.29424         15013.83336
            15.06000             6.19607            -0.00488             0.00946            -3.25408             5.72637             0.05886             0.02637            42.32395             0.18715         10694.73186          3866.66544         15013.84222
            15.07200             6.21688            -0.00489             0.00948            -3.26148             5.73739             0.05886             0.02638            42.36341             0.18746         10701.51506          3873.04166         15013.85108
            15.08400             6.23774            -0.00490             0.00950            -3.26889             5.74848             0.05887             0.02640            42.40287             0.18777         10708.29371          3879.42289         15013.85993
            15.09600             6.25865            -0.00491             0.00952            -3.27631             5.75964             0.05888             0.02641            42.44233             0.18808         10715.06781          3885.80914         15013.86877
            15.10800             6.27960            -0.00492             0.00954            -3.28374             5.77087             0.05889             0.02642            42.48180             0.18840         10721.83736          3892.20039         15013.87761
            15.12000             6.30060            -0.00493             0.00956            -3.29118             5.78217             0.05889             0.02643            42.52126             0.18871         10728.60236          3898.59665         15013.88644
            15.13200             6.32165            -0.00493             0.00957            -3.29862             5.79353             0.05890             0.02645            42.56073             0.18902         10735.36279          3904.99791         15013.89527
            15.14400             6.34275            -0.00494             0.00959            -3.30608             5.80495             0.05890             0.02646            42.60020             0.18933         10742.11865          3911.40418         15013.90410
            15.15600             6.36389            -0.00495             0.00961            -3.31354             5.81644             0.05891             0.02647            42.63967             0.18964         10748.86995          3917.81545         15013.91291
            15.16800             6.38508            -0.00496             0.00963            -3.32101             5.82799             0.05891             0.02649            42.67913             0.18996         10755.61667          3924.23172         15013.92172
            15.18000             6.40632            -0.00497             0.00965            -3.32849             5.83959             0.05891             0.02650            42.71860             0.19027         10762.35882          3930.65298         15013.93053
            15.19200             6.42761            -0.00498             0.00967            -3.33598             5.85126             0.05892             0.02651            42.75807             0.19058         10769.09639          3937.07924         15013.93933
            15.20400             6.44894            -0.00498             0.00969            -3.34348             5.86298             0.05892             0.02653            42.79753             0.19089         10775.82937          3943.51050         15013.94812
            15.21600             6.47032            -0.00499             0.00971            -3.35099             5.87476             0.05892             0.02654            42.83700             0.19121         10782.55777          3949.94674         15013.95691
            15.22800             6.49175            -0.00500             0.00973            -3.35851             5.88659             0.05892             0.02656            42.87646             0.19152         10789.28158          3956.38797         15013.96570
            15.24000             6.51323            -0.00501             0.00974            -3.36604             5.89847             0.05892             0.02657            42.91592             0.19184         10796.00079          3962.83419         15013.97447
            15.25200             6.53475            -0.00502             0.00976            -3.37358             5.91041             0.05893             0.02659            42.95538             0.19215         10802.71540          3969.28539         15013.98324
            15.26400             6.55633            -0.00503             0.00978            -3.38113             5.92240             0.05893             0.02660            42.99484             0.19246         10809.42542          3975.74158         15013.99201
            15.27600             6.57795            -0.00503             0.00980            -3.38868             5.93443             0.05892             0.02661            43.03429             0.19278         10816.13083          3982.20274         15014.00077
            15.28800             6.59962            -0.00504             0.00982            -3.39625             5.94651             0.05892             0.02663            43.07374             0.19309         10822.83163          3988.66887         15014.00952
            15.30000             6.62133            -0.00505             0.00984            -3.40383             5.95864             0.05892             0.02664            43.11318             0.19341         10829.52782          3995.13998         15014.01827
            15.31200             6.64310            -0.00506             0.00986            -3.41141             5.97081             0.05892             0.02666            43.15262             0.19372         10836.21940          4001.61606         15014.02702
            15.32400             6.66491            -0.00507             0.00988            -3.41901             5.98303             0.05892             0.02667            43.19206             0.19404         10842.90636          4008.09710         15014.03575
            15.33600             6.68677            -0.00508             0.00990            -3.42661             5.99529             0.05892             0.02669            43.23149             0.19435         10849.58869          4014.58311         15014.04449
            15.34800             6.70868            -0.00509             0.00992            -3.43423             6.00758             0.05891             0.02671            43.27092             0.19467         10856.26641          4021.07408         15014.05321
            15.36000             6.73064            -0.00509             0.00994            -3.44186             6.01992             0.05891             0.02672            43.31034             0.19498         10862.93950          4027.57001         15014.06193
            15.37200             6.75265            -0.00510             0.00995            -3.44949             6.03229             0.05891             0.02674            43.34975             0.19530         10869.60796          4034.07089         15014.07065
            15.38400             6.77470            -0.00511             0.00997            -3.45714             6.04470             0.05890             0.02675            43.38916             0.19561         10876.27179          4040.57672         15014.07936
            15.39600             6.79681            -0.00512             0.00999            -3.46480             6.05714             0.05890             0.02677            43.42857             0.19593         10882.93098          4047.08751         15014.08806
            15.40800             6.81896            -0.00513             0.01001            -3.47246             6.06962             0.05889             0.02678            43.46796             0.19625         10889.58553          4053.60324         15014.09676
            15.42000             6.84116            -0.00514             0.01003            -3.48014             6.08213             0.05888             0.02680            43.50735             0.19656         10896.23544          4060.12391         15014.10545
            15.43200             6.86341            -0.00514             0.01005            -3.48783             6.09467             0.05888             0.02682            43.54673             0.19688         10902.88071          4066.64952         15014.11413
            15.44400             6.88571            -0.00515             0.01007            -3.49553             6.10723             0.05887             0.02683            43.58611             0.19720         10909.52133          4073.18006         15014.12282
            15.45600             6.90805            -0.00516             0.01009            -3.50324             6.11983             0.05886             0.02685            43.62547             0.19751         10916.15730          4079.71554         15014.13149
            15.46800             6.93045            -0.00517             0.01011            -3.51096             6.13245             0.05886             0.02687            43.66483             0.19783         10922.78862          4086.25594         15014.14016
            15.48000             6.95290            -0.00518             0.01013            -3.51869             6.14509             0.05885             0.02688            43.70418             0.19815         10929.41528          4092.80128         15014.14882
            15.49200             6.97539            -0.00519             0.01015            -3.52643             6.15776             0.05884             0.02690            43.74352             0.19847         10936.03729          4099.35153         15014.15748
            15.50400             6.99794            -0.00520             0.01017            -3.53418             6.17045             0.05883             0.02692            43.78284             0.19879         10942.65464          4105.90670         15014.16613
            15.51600             7.02053            -0.00520             0.01019            -3.54194             6.18315             0.05882             0.02694            43.82216             0.19910         10949.26732          4112.46678         15014.17478
            15.52800             7.04317            -0.00521             0.01021            -3.54972             6.19588             0.05881             0.02695            43.86147             0.19942         10955.87534          4119.03177         15014.18342
            15.54000             7.06586            -0.00522             0.01023            -3.55750             6.20862             0.05880             0.02697            43.90077             0.19974         10962.47869          4125.60167         15014.19205
            15.55200             7.08860            -0.00523             0.01025            -3.56530             6.22138             0.05879             0.02699            43.94006             0.20006         10969.07737          4132.17648         15014.20068
            15.56400             7.11140            -0.00524             0.01027            -3.57311             6.23416             0.05878             0.02701            43.97934             0.20038         10975.67138          4138.75618         15014.20930
            15.57600             7.13424            -0.00525             0.01029            -3.58092             6.24694             0.05876             0.02702            44.01861             0.20070         10982.26072          4145.34077         15014.21792
            15.58800             7.15713            -0.00526             0.01031            -3.58875             6.25974             0.05875             0.02704            44.05786             0.20102         10988.84538          4151.93026         15014.22653
            15.60000             7.18007            -0.00526             0.01033            -3.59660             6.27255             0.05874             0.02706            44.09710             0.20134         10995.42536          4158.52463         15014.23514
            15.61200             7.20306            -0.00527             0.01035            -3.60445             6.28536             0.05873             0.02708            44.13633             0.20166         11002.00065          4165.12389         15014.24374
            15.62400             7.22609            -0.00528             0.01037            -3.61231             6.29818             0.05871             0.02710            44.17555             0.20198         11008.57127          4171.72802         15014.25233
            15.63600             7.24918            -0.00529             0.01039            -3.62019             6.31101             0.05870             0.02712            44.21475             0.20230         11015.13720          4178.33703         15014.26092
            15.64800             7.27232            -0.00530             0.01041            -3.62808             6.32384             0.05868             0.02714            44.25395             0.20262         11021.69844          4184.95091         15014.26950
            15.66000             7.29551            -0.00531             0.01043            -3.63598             6.33667             0.05867             0.02715            44.29312             0.20294         11028.25499          4191.56965         15014.27808
            15.67200             7.31875            -0.00532             0.01045            -3.64389             6.34951             0.05865             0.02717            44.33229             0.20326         11034.80686          4198.19325         15014.28665
            15.68400             7.34204            -0.00532             0.01047            -3.65181             6.36234             0.05864             0.02719            44.37144             0.20358         11041.35402          4204.82171         15014.29521
            15.69600             7.36538            -0.00533             0.01049            -3.65974             6.37517             0.05862             0.02721            44.41057             0.20391         11047.89650          4211.45502         15014.30377
            15.70800             7.38877            -0.00534             0.01051            -3.66769             6.38800             0.05860             0.02723            44.44969             0.20423         11054.43427          4218.09318         15014.31233
            15.72000             7.41222            -0.00535             0.01053            -3.67565             6.40083             0.05859             0.02725            44.48880             0.20455         11060.96735          4224.73618         15014.32087
            15.73200             7.43571            -0.00536             0.01055            -3.68362             6.41364             0.05857             0.02727            44.52789             0.20487         11067.49573          4231.38403         15014.32942
            15.74400             7.45925            -0.00537             0.01057            -3.69160             6.42645             0.05855             0.02729            44.56696             0.20520         11074.01940          4238.03670         15014.33795
            15.75600             7.48284            -0.00538             0.01059            -3.69960             6.43925             0.05853             0.02731            44.60602             0.20552         11080.53837          4244.69420         15014.34648
            15.76800             7.50649            -0.00538             0.01061            -3.70761             6.45204             0.05851             0.02733            44.64506             0.20584         11087.05263          4251.35653         15014.35501
            15.78000             7.53018            -0.00539             0.01063            -3.71563             6.46482             0.05850             0.02735            44.68409             0.20617         11093.56219          4258.02368         15014.36353
            15.79200             7.55393            -0.00540             0.01065            -3.72366             6.47758             0.05848             0.02737            44.72310             0.20649         11100.06704          4264.69564         15014.37204
            15.80400             7.57772            -0.00541             0.01067            -3.73170             6.49033             0.05846             0.02739            44.76209             0.20682         11106.56717          4271.37241         15014.38055
            15.81600             7.60157            -0.00542             0.01069            -3.73976             6.50306             0.05844             0.02741            44.80107             0.20714         11113.06260          4278.05399         15014.38905
            15.82800             7.62547            -0.00543             0.01071            -3.74783             6.51578             0.05842             0.02743            44.84002             0.20746         11119.55331          4284.74036         15014.39754
            15.84000             7.64942            -0.00544             0.01074            -3.75591             6.52847             0.05839             0.02745            44.87896             0.20779         11126.03931          4291.43154         15014.40603
            15.85200             7.67342            -0.00544             0.01076            -3.76401             6.54115             0.05837             0.02748            44.91789             0.20811         11132.52059          4298.12750         15014.41452
            15.86400             7.69748            -0.00545             0.01078            -3.77212             6.55380             0.05835             0.02750            44.95679             0.20844         11138.99715          4304.82824         15014.42299
            15.87600             7.72158            -0.00546             0.01080            -3.78024             6.56643             0.05833             0.02752            44.99567             0.20877         11145.46900          4311.53377         15014.43147
            15.88800             7.74574            -0.00547             0.01082            -3.78837             6.57903             0.05831             0.02754            45.03454             0.20909         11151.93612          4318.24407         15014.43993
            15.90000             7.76995            -0.00548             0.01084            -3.79652             6.59161             0.05828             0.02756            45.07338             0.20942         11158.39852          4324.95913         15014.44839
            15.91200             7.79420            -0.00549             0.01086            -3.80468             6.60416             0.05826             0.02758            45.11221             0.20974         11164.85620          4331.67897         15014.45685
            15.92400             7.81852            -0.00550             0.01088            -3.81285             6.61668             0.05824             0.02761            45.15102             0.21007         11171.30916          4338.40356         15014.46530
            15.93600             7.84288            -0.00550             0.01090            -3.82104             6.62917             0.05821             0.02763            45.18981             0.21040         11177.75739          4345.13290         15014.47374
            15.94800             7.86730            -0.00551             0.01092            -3.82924             6.64163             0.05819             0.02765            45.22857             0.21073         11184.20090          4351.86699         15014.48218
            15.96000             7.89176            -0.00552             0.01094            -3.83745             6.65406             0.05817             0.02767            45.26732             0.21105         11190.63968          4358.60583         15014.49061
            15.97200             7.91628            -0.00553             0.01096            -3.84568             6.66645             0.05814             0.02769            45.30604             0.21138         11197.07373          4365.34940         15014.49904
            15.98400             7.94085            -0.00554             0.01099            -3.85392             6.67880             0.05812             0.02772            45.34475             0.21171         11203.50305          4372.09770         15014.50746
            15.99600             7.96548            -0.00555             0.01101            -3.86217             6.69112             0.05809             0.02774            45.38343             0.21204         11209.92764          4378.85073         15014.51587
            16.00800             7.99016            -0.00556             0.01103            -3.87044             6.70340             0.05806             0.02776            45.42209             0.21237         11216.34750          4385.60847         15014.52428
            16.02000             8.01488            -0.00556             0.01105            -3.87872             6.71564             0.05804             0.02778            45.46073             0.21270         11222.76264          4392.37094         15014.53268
            16.03200             8.03967            -0.00557             0.01107            -3.88702             6.72783             0.05801             0.02781            45.49935             0.21302         11229.17303          4399.13811         15014.54108
            16.04400             8.06450            -0.00558             0.01109            -3.89533             6.73999             0.05798             0.02783            45.53795             0.21335         11235.57870          4405.90998         15014.54947
            16.05600             8.08939            -0.00559             0.01111            -3.90365             6.75210             0.05796             0.02785            45.57652             0.21368         11241.97963          4412.68656         15014.55785
            16.06800             8.11433            -0.00560             0.01113            -3.91198             6.76416             0.05793             0.02788            45.61508             0.21401         11248.37583          4419.46782         15014.56623
            16.08000             8.13932            -0.00561             0.01115            -3.92033             6.77618             0.05790             0.02790            45.65360             0.21434         11254.76729          4426.25377         15014.57461
            16.09200             8.16437            -0.00562             0.01118            -3.92870             6.78815             0.05787             0.02792            45.69211             0.21467         11261.15401          4433.04440         15014.58297
            16.10400             8.18947            -0.00562             0.01120            -3.93708             6.80007             0.05785             0.02795            45.73059             0.21501         11267.53600          4439.83971         15014.59133
            16.11600             8.21462            -0.00563             0.01122            -3.94547             6.81194             0.05782             0.02797            45.76905             0.21534         11273.91326          4446.63968         15014.59969
            16.12800             8.23983            -0.00564             0.01124            -3.95388             6.82376             0.05779             0.02800            45.80749             0.21567         11280.28577          4453.44432         15014.60804
            16.14000             8.26509            -0.00565             0.01126            -3.96230             6.83552             0.05776             0.02802            45.84590             0.21600         11286.65355          4460.25361         15014.61638
            16.15200             8.29040            -0.00566             0.01128            -3.97073             6.84723             0.05773             0.02804            45.88429             0.21633         11293.01658          4467.06755         15014.62472
            16.16400             8.31577            -0.00567             0.01130            -3.97918             6.85889             0.05770             0.02807            45.92265             0.21666         11299.37488          4473.88614         15014.63306
            16.17600             8.34119            -0.00567             0.01133            -3.98765             6.87049             0.05767             0.02809            45.96099             0.21700         11305.72844          4480.70937         15014.64138
            16.18800             8.36666            -0.00568             0.01135            -3.99613             6.88203             0.05764             0.02812            45.99930             0.21733         11312.07726          4487.53722         15014.64970
            16.20000             8.39219            -0.00569             0.01137            -4.00462             6.89351             0.05761             0.02814            46.03759             0.21766         11318.42134          4494.36971         15014.65802
            16.21200             8.41777            -0.00570             0.01139            -4.01313             6.90493             0.05758             0.02817            46.07586             0.21800         11324.76068          4501.20682         15014.66633
            16.22400             8.44341            -0.00571             0.01141            -4.02165             6.91629             0.05755             0.02819            46.11410             0.21833         11331.09528          4508.04853         15014.67463
            16.23600             8.46910            -0.00572             0.01143            -4.03019             6.92758             0.05752             0.02822            46.15231             0.21867         11337.42514          4514.89486         15014.68293
            16.24800             8.49484            -0.00572             0.01145            -4.03874             6.93881             0.05749             0.02824            46.19050             0.21900         11343.75025          4521.74579         15014.69122
            16.26000             8.52064            -0.00573             0.01148            -4.04731             6.94998             0.05745             0.02827            46.22866             0.21933         11350.07063          4528.60132         15014.69951
            16.27200             8.54650            -0.00574             0.01150            -4.05589             6.96107             0.05742             0.02829            46.26680             0.21967         11356.38626          4535.46143         15014.70779
            16.28400             8.57241            -0.00575             0.01152            -4.06449             6.97210             0.05739             0.02832            46.30491             0.22001         11362.69715          4542.32613         15014.71606
            16.29600             8.59837            -0.00576             0.01154            -4.07310             6.98307             0.05736             0.02834            46.34299             0.22034         11369.00330          4549.19540         15014.72433
            16.30800             8.62439            -0.00577             0.01156            -4.08173             6.99396             0.05733             0.02837            46.38105             0.22068         11375.30471          4556.06924         15014.73259
            16.32000             8.65046            -0.00577             0.01158            -4.09037             7.00478             0.05729             0.02839            46.41908             0.22101         11381.60137          4562.94765         15014.74085
